Material Name,Material Title,Material Synonyms,Stream Name,Stream Title,Drop Off Instructions,Special Instructions
aluminum_baking_tray,Aluminum tray,"alumimum, aluminium, alluminum, Aluminnun, foil take-out food container",wizard_recycling,Recycling collection,,
bed_frame_metal,Bed frame (metal),bedframe,eco_station_-_scrap_metal_recycling,Eco Station drop-off (scrap metal),,
puzzle,Puzzle,,wizard_garbage,Garbage collection,,The Reuse Centre accepts puzzles with missing pieces.
dish_rack,Dish rack,"dishrack, plastic dish rack",wizard_garbage,Garbage collection,,
wood,Lumber,"wood, fencing, shelving, shelf, skids, doors, barn wood, base boards, cabinets, decking, pallet, Plywood, wooden boards",wizard_reuse_-_building_materials,Reuse (home renovation materials),,
dryer,Dryer,,reuse,Reuse,,
cutting_board,Cutting board,,reuse,Reuse,,
varnish_lacquer,Varnish & lacquer,,wizard_eco_station_-_household_hazardous_waste,Eco Station drop-off (household hazardous waste),,
plastic_wrap,Plastic food wrap,"cling wrap, saran wrap, plastic wrap, cellophane, film wrap, cling-wrap, cucumber wrap, pizza plastic wrap, mylar, plastic film, , saranwrap",wizard_garbage,Garbage collection,,
rubber_boots,Rubber boots,,reuse,Reuse,,
toilet_paper,Toilet paper,,wizard_garbage,Garbage collection,,
paper_towel_roll,Cardboard tube,"paper tube, roll, wrapping paper tube, paper towel tube, papertowel, paper towel core",wizard_recycling,Recycling collection,,
vaccum_cleaner,Vacuum cleaner,"vaccum, cordless vacuum, hoover, central vac, roomba, dyson",reuse,Reuse,,
tea_tin,Tea tin,", metal tea container",reuse,Reuse,,
speaker,Speaker,,reuse,Reuse,,
sticky_note,Sticky note,"Post It note, Postit note",wizard_recycling_depots,Recycling Depot drop-off,,"New/unused sticky notes can be donated to the <a href=""https://www.edmonton.ca/programs_services/garbage_waste/reuse-centre"">Reuse Centre."
christmas_decorations,Holiday decorations,"Christmas balls, garland, tinsel, ornaments, Wreath, garland, Christmas wreath, Halloween decorations, Hallowe'en decorations,",reuse,Reuse,,
high_chair,High chair,"highchair, booster chair for kids",eco_station_-_bulky_item,Eco Station drop-off (fees apply),,
cookie_tins,Cookie tin,"royal dansk tin, butter cookie tin, biscuit tin, mint tin, metal cookie tin",drop-off_-_reuse_centre,Reuse Centre drop-off,,
hot_glue_gun_sticks,Hot glue gun sticks,"glue gun sticks,",reuse,Reuse,,
styrofoam_plate,Styrofoam plate,foam plate,wizard_garbage,Garbage collection,,
hot_glue_gun,Hot glue gun,"glue gun,",reuse,Reuse,,Hot glue guns in working condition can be donated to the Reuse Centre.   Broken or damaged hot glue guns should be brought to an Eco Station.
book_softcover,Book (softcover),"telephone book, phone book, novels, text book, Cookbooks, textbook, books, old books",wizard_recycling_depots,Recycling Depot drop-off,,
light_bulb_all_types,Lightbulb (all types),"halogen, LED, CFL, flurescent, car light bulb, Florescent, Incandescent light bulb, broken light bulb, light bulb,",wizard_eco_station_drop-off_lighting,Eco Station drop-off (lighting),,
trampoline,Trampoline,,reuse,Reuse,,
four-pack_can_holder_hard_plastic,Four pack can holder (hard plastic),"paktech, beer can holder, craft beer, 4-pack, 6-pack, 6 pack, can carrier",,,,"Return this item to a local brewery for reuse or recycling. Find participating drop-off locations <a href=""https://paktech-opi.com/recycling-drop-off/"">here.  Although this item has a recycling symbol, it cant be sorted by the machinery that separates your mixed recyclables. Please dont put it in your blue bag or apartment blue bin."
juice_carton,Juice carton,,wizard_recycling_depots,Recycling Depot drop-off,,
nut_can_metal,Nut can,,wizard_garbage,Garbage collection,,
stationary_bike,Stationary bike,,eco_station_-_bulky_item,Eco Station drop-off (fees apply),,
litter_box,Litter box,litterbox,wizard_garbage,Garbage collection,,Litter box must be empty.
envelope_padded,Envelope (padded),", Shipping envelope, packing envelopes, parcel package, plastic mailing bag",reuse,Reuse,,"New/unused padded envelopes are accepted for donation at the <a href=""http://edmonton.ca/reusecentre"">Reuse Centre."
chewing_gum,Chewing gum,"trident, dentyne",wizard_garbage,Garbage collection,,
fertilizer,Fertilizer,,wizard_eco_station_-_household_hazardous_waste,Eco Station drop-off (household hazardous waste),,
cell_phone_charger,Cell phone charger,"phone charger cable, charging block",reuse,Reuse,,
plastic_mayonnaise_jar,Plastic mayonnaise jar,,wizard_recycling_depots,Recycling Depot drop-off,,Rinse container.  Remove caps and lids and place in garbage.
calculator,Calculator,", graphing calculator",eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
bakery_container_plastic,Plastic bakery container,"Muffin container, cookie container, croissant container, croissont container, crossont container",wizard_recycling,Recycling collection,,
coffee_cup_tray_paper,Coffee cup tray (paper),", coffee take out trays, Cardboard beverage holder, Cardboard drink holders, paper 4  cup holder, drink holder",wizard_recycling,Recycling collection,,
shampoo_bottle,Shampoo bottle,,wizard_recycling_depots,Recycling Depot drop-off,,Remove caps and lids and place in garbage.  Place pump in garbage.
plastic_spray_bottle,Plastic spray bottle,"Windex,",wizard_recycling_depots,Recycling Depot drop-off,,Remove spray nozzle and put it in your garbage.
wooden_pallet,Wooden pallet,patllet,edmonton_waste_management_centre_ewmc,EWMC drop-off,,
wallpaper,Wallpaper (used),wall paper,wizard_garbage,Garbage collection,,
mousepad,Mousepad,"mouse pad,",drop-off_-_reuse_centre,Reuse Centre drop-off,,
snack_food_wrapper,Snack food wrapper,"candy bar wrapper, chocolate bar wrapper, granola bar wrapper, foil wrapper, foil cream cheese wrapper, oreo cookie bag, fruit snack bag",wizard_garbage,Garbage collection,,
bedding_linens,Bedding & linens,"blankets, down blanket, bedsheets, bed sheet, textiles, bedspreads, Mattress cover, quilt, sheets, duvet, duvet cover",reuse,Reuse,,"Many animal rescue organizations, like the <a href=""https://www.edmontonhumanesociety.com/"">Edmonton Humane Society, accept used towels, linens and blankets for animal bedding."
perfume,Perfume,", pefume",wizard_eco_station_-_household_hazardous_waste,Eco Station drop-off (household hazardous waste),,
juice_or_drink_pouch,Juice or drink pouch,"stand-up flexible pouches, Capri-Sun, Bibo, Capri Sun, Hi-C, Kool-Aid Jammers",wizard_recycling,Recycling collection,,Remove plastic straw and place it in the garbage.
coffee_cup_cardboard_sleeve,Coffee cup sleeve (cardboard),,wizard_recycling_depots,Recycling Depot drop-off,,
wall_clock,Clock,"analog clock, digital clock, alarm clock",reuse,Reuse,,
electronics,Electronics,"palm pilot, fan, stereo, alarms, alarm clocks, amplifiers, baby monitors, earphones, gaming systems, laptop, answering machine, xbox, nintendo, PSIII, Tv remote, Head sets, router, oscilating fan, cable box, tape recorder, fitbit, modem, kobo, kindle, e-reader, nook, amazon fire, receiver, , usb flash drive, ereader, tv remotes",reuse,Reuse,,
plastic_vegetable_clamshell_container,Plastic salad clamshell container,"prepackaged salad container, prepackaged lettuce container, plastic vegetable clamshell container, spinach container , spinach box",wizard_recycling_depots,Recycling Depot drop-off,,
book_hardcover,Book (hardcover),"Textbook, encyclopedia, novel, Yearbooks, Cookbooks, dictionary, hard cover",wizard_recycling,Recycling collection,,Remove hard cover and put it in the garbage. Put remaining pages in the recycling.
wood_chips,Wood chips,,wizard_garbage,Garbage collection,,
cassettes,Audio cassette tape,,reuse,Reuse,,
duct_tape_roll,Duct tape (roll),duck tape,reuse,Reuse,,
asphalt_shingles,Asphalt shingles,", ashphault shingles",eco_station_-_bulky_item,Eco Station drop-off (fees apply),,
lighter_empty,Lighter (empty),"BBQ lighter, cigarette lighter",wizard_garbage,Garbage collection,,
cellophane,Cellophane,"cellaphane, celophane, celafane",wizard_garbage,Garbage collection,,
paper_bag,Paper bag,"Brown Bag, lunch bag, fast food bag, fast food bag, Mcdonalds bag, Mcdonalds bag, Instant oatmeal pouch, Instant oatmeal pouch, paper shopping bag, bakery bag, paper oatmeal bag, oatmeal bag, oatmeal packet, paper bread bag, paper take-out bag, instant oatmeal packaging, paper lunch bag",wizard_recycling,Recycling collection,,"New/unused paper bags can be taken to the <a href=""http://edmonton.ca/reusecentre"">Reuse Centre."
highlighters_markers,Highlighters and markers (empty),"sharpie, permanent marker, dry erase marker, white board marker, Mr. Sketch, Crayola,",wizard_garbage,Garbage collection,,"Working highlighters and markers can be brought to the <a href=""https://www.edmonton.ca/programs_services/garbage_waste/reuse-centre.aspx"">Reuse Centre.<br /><br />Some businesses have <a href=""https://www.terracycle.com/en-CA/brigades/staples-en-ca#@54.02407489434523:-102.71170552618241zoom:4)"">take-back programs for pen recycling."
gift_bag_paper_cardboard,"Gift box (paper, cardboard)",,drop-off_-_reuse_centre,Reuse Centre drop-off,,
jar_lid,Jar lid (metal),,wizard_recycling,Recycling collection,,
toothpaste_cap,Toothpaste cap,"tooth paste cap,",wizard_garbage,Garbage collection,,
vacuum_dust,Vacuum dust,vacuum dirt,wizard_garbage,Garbage collection,,Please bag before placing in garbage cart.
hair_dryer,Hair dryer,,reuse,Reuse,,
plant_pots_trays_plastic,Plant pots & trays (plastic),"Flower pots, flower trays, bedding plant containers, garden, Planter, plastic flower pots, plastic plant pots,",wizard_recycling,Recycling collection,,Remove soil and rinse item before placing in recycling.
magnifying_glass,Magnifying glass,"magifying glass,",reuse,Reuse,,
calendar,Calendar,,drop-off_-_reuse_centre,Reuse Centre drop-off,,Remove plastic or metal binding before placing in recycling.
water_faucet,Water faucet,,eco_station_-_scrap_metal_recycling,Eco Station drop-off (scrap metal),,
coffee_creamer_carton,Coffee creamer carton,"coffee creamer, half & half carton",wizard_recycling,Recycling collection,,Rinse container.
power_cord,Power cord,", electrical cord",eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
windshield_washer_fluid,Windshield washer fluid,,wizard_eco_station_-_household_hazardous_waste,Eco Station drop-off (household hazardous waste),,
keys,Key,,drop-off_-_reuse_centre,Reuse Centre drop-off,,
fluorescent_bulb_cfl,Fluorescent bulb (CFL),"compact fluorescent, fluroesenct, flourescent, flourscent, flourcesent, florecent, florescent, florscent, fluorescents, , Flouescent",wizard_eco_station_drop-off_lighting,Eco Station drop-off (lighting),,
beer_bottle,Beer bottle,,wizard_recycling,Recycling collection,,
plastic_vegetable_clamshell_container,Plastic salad clamshell container,"prepackaged salad container, prepackaged lettuce container, plastic vegetable clamshell container, spinach container , spinach box",wizard_recycling,Recycling collection,,
sewing_machine,Sewing machine,,reuse,Reuse,,
hearing_aid_battery,Battery (hearing aid),,wizard_battery_retailer_drop-off,Battery retailer drop-off,,
yogurt_bottle,Yogurt bottle,,wizard_recycling_depots,Recycling Depot drop-off,,
coffee_can_tin,Coffee can (metal),", cocoa tin, coffee tin, coffee container",wizard_recycling_depots,Recycling Depot drop-off,,Remove lid and place in garbage.
trophy,Trophy,"Trophies, trophies",drop-off_-_reuse_centre,Reuse Centre drop-off,,
lanyard,Lanyard,"lan yard,",drop-off_-_reuse_centre,Reuse Centre drop-off,,
coffee_creamer_single_serve_container,Coffee creamer single serve container,,wizard_garbage,Garbage collection,,
potato_bag_mesh,Produce bag (mesh),"potato sack, potato bag, mesh produce bag , fruit net",wizard_garbage,Garbage collection,,
index_divider_plastic,Index divider (plastic),,drop-off_-_reuse_centre,Reuse Centre drop-off,,
pesticide_container,Pesticide container (empty),", empty weed killer bottle, roundup bottles empty, weed b gone container, killex plastic container, roundup container",wizard_eco_station_-_household_hazardous_waste,Eco Station drop-off (household hazardous waste),,
speaker,Speaker,,eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
catalogues,Catalogues,"store catalogue, Ikea catalogue, Costco catalogue",wizard_recycling_depots,Recycling Depot drop-off,,
christmas_lights,Christmas lights,Holiday light,eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
silica_gel,Silica gel packet,"vitreous silica, Sillica, silica gel, silica beads",wizard_garbage,Garbage collection,,
cup_paper,Paper cup,"disposable cup, fountain drink cup, paper beverage cups, Dixie cup, Mcdonalds, tim hortons cups, booster juice",wizard_garbage,Garbage collection,,
drain_cleaner_container_empty,Drain cleaner container (empty),,wizard_recycling,Recycling collection,,Remove caps or lids and place in garbage.
plastic_take-out_container,Plastic take-out food container,"kfc container, Chinese food container, pho bowl, Vietnamese food container",wizard_recycling_depots,Recycling Depot drop-off,,
computer_chair,Computer chair,"office chair,",reuse,Reuse,,
playing_cards,Playing cards,,reuse,Reuse,,
mousepad,Mousepad,"mouse pad,",wizard_garbage,Garbage collection,,
watch,Watch,"time piece, pocket watch, wrist watch, smart watch",reuse,Reuse,,"Remove watch battery and take it to an <a href=""https://www.edmonton.ca/programs_services/garbage_waste/eco-stations.aspx"">Eco Station."
coffee_can_cardboard,Coffee can (cardboard),Folgers coffee container,drop-off_-_reuse_centre,Reuse Centre drop-off,,
coffee_can_cardboard,Coffee can (cardboard),Folgers coffee container,wizard_garbage,Garbage collection,,
yogurt_bottle,Yogurt bottle,,bottle_depot,Bottle Depot drop-off,,
dryer,Dryer,,eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
yoga_mat,Yoga mat,,reuse,Reuse,,
postcard,Postcard,post card,drop-off_-_reuse_centre,Reuse Centre drop-off,,
coffee_can_plastic,Coffee can (plastic),"Folgers, coffee container",drop-off_-_reuse_centre,Reuse Centre drop-off,,
plastic_tubs_lids,Plastic tubs & lids,"Cottage cheese, cream cheese, dips, margarine, yogurt tubs & lids, Sour cream,",wizard_recycling_depots,Recycling Depot drop-off,,Rinse container.
spoiled_food,Spoiled food,"spoiled meat, expired food, moldy cheese, moldy bread, sandwich, French fries, vegetables, meat, rotten meat",wizard_food_scraps_collection_test,Food scraps collection,,
bricks,Bricks,,wizard_reuse_-_building_materials,Reuse (home renovation materials),,
bakeware_glass,Bakeware (glass),", pyrex",reuse,Reuse,,
iced_tea_container,Iced tea container,,wizard_garbage,Garbage collection,,
cigarette_package,Cigarette package,,wizard_recycling_depots,Recycling Depot drop-off,,Remove plastic wrap and foil liners and place them in the Garbage.
carpet_cleaner,Carpet cleaner,,wizard_eco_station_-_household_hazardous_waste,Eco Station drop-off (household hazardous waste),,
high_chair,High chair,"highchair, booster chair for kids",reuse,Reuse,,
book_softcover,Book (softcover),"telephone book, phone book, novels, text book, Cookbooks, textbook, books, old books",reuse,Reuse,,
binder,Binder,"3 ring binder, binders",reuse,Reuse,,
bubble_wrap,Bubble wrap,bubblewrap,reuse,Reuse,,
photo_slide,Photo slide,"slide,",wizard_garbage,Garbage collection,,
bingo_dabber,Bingo dabber (empty),"Bingo stick, dabber, bingo painter, dauber",wizard_garbage,Garbage collection,,
fluorescent_tube,Fluorescent tube,"fluroesenct, flourescent, flourscent, flourcesent, florecent, florescent, florscent, fluorescents, , Flouescent",wizard_eco_station_drop-off_lighting,Eco Station drop-off (lighting),,
board_game,Board game,"boardgame, Monopoly",drop-off_-_reuse_centre,Reuse Centre drop-off,,The Reuse Centre accepts board games with missing pieces.
door,Door,"screen door,",edmonton_waste_management_centre_ewmc,EWMC drop-off,,
book_hardcover,Book (hardcover),"Textbook, encyclopedia, novel, Yearbooks, Cookbooks, dictionary, hard cover",wizard_recycling_depots,Recycling Depot drop-off,,Remove hard cover and put it in the garbage. Put remaining pages in the recycling.
garden_solar_light,Garden solar light,"lawn light,",eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
plastic_bottle,Plastic bottle (non-beverage),"soap bottle, ketchup bottle, salad dressing bottle, hand lotion bottle, Contact solution bottle, Glucerna bottle, Pediasure, Ketchup, plastic ketchup container, mustard bottle, hydrogen peroxide bottles, soya sauce bottle, soya sauce container, body wash container (plastic), lemon juice bottle, vinager bottle",wizard_recycling_depots,Recycling Depot drop-off,,Remove bottle cap and place it in the garbage.
aluminum_tart_shell,Aluminum tart shell,,wizard_recycling_depots,Recycling Depot drop-off,,
car_seat,Car seat,"carseat, booster seat",eco_station_-_bulky_item,Eco Station drop-off (fees apply),,
crayons,Crayons,waxed crayons,drop-off_-_reuse_centre,Reuse Centre drop-off,,
photo_album_page,Photo album page,,reuse,Reuse,,
hearing_aid,Hearing aid,,reuse,Reuse,,
rotor_tiller,Rototiller,"roto tiller, rotary tiller,",reuse,Reuse,,
pressure_treated_lumber,Pressure treated lumber,"Wood, creosote, creote, treated wood, wood boards",edmonton_waste_management_centre_ewmc,EWMC drop-off,,
pumpkin,Pumpkin,"Jack-o-lantern; jack o lantern, pumpkins, pumkin, pumpkins, gourds, pumkins, jack-o-lantern",wizard_food_scraps_collection_test,Food scraps collection,,
asphalt,Asphalt,", ash-fault, ashphalt",eco_station_-_bulky_item,Eco Station drop-off (fees apply),,
soilless_potting_mix,Potting mix,,wizard_garbage,Garbage collection,,
bleach,Bleach,"Javex, Clorox",wizard_eco_station_-_household_hazardous_waste,Eco Station drop-off (household hazardous waste),,Empty bleach bottles should be put in the recycling.
bags_fabric,Fabric bag,"cloth bags, reusable shopping bags, Lululemon fabric bag",reuse,Reuse,,
plastic_food_wrap_box,Plastic food wrap box,"saran wrap box, cling wrap box",wizard_recycling,Recycling collection,,Remove cutting strip and place it in the garbage.
ladder_metal,Ladder (metal),,eco_station_-_scrap_metal_recycling,Eco Station drop-off (scrap metal),,
metal_food_can,Metal food can,"Soup can, tin can, tincan, pet food can, sardine can, cat food can, tin containers, cans of food, can, cat food tin, aluminum can, , milk can, tuna can",wizard_recycling_depots,Recycling Depot drop-off,,"Please rinse. Labels ok. Remove lid, drop into can and squeeze top slightly to keep lid inside."
whipped_cream_can_empty,Whipped cream can (empty),,wizard_recycling_depots,Recycling Depot drop-off,,
plastic_detergent_bottle,Laundry detergent bottle,"Woolite, Tide, laundry soap plastic container",wizard_recycling,Recycling collection,,Remove cap and place it in the garbage.
hot_glue_gun,Hot glue gun,"glue gun,",eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,Hot glue guns in working condition can be donated to the Reuse Centre.   Broken or damaged hot glue guns should be brought to an Eco Station.
cd_case,CD case,"Compact disc case, Plastic cd cover",reuse,Reuse,,
extension_cord,Extension cord,,reuse,Reuse,,
cup_styrofoam,Styrofoam cup,"Disposable cup, Booster juice cup",wizard_garbage,Garbage collection,,
christmas_lights,Christmas lights,Holiday light,reuse,Reuse,,
hard_drive,Hard drive,Harddrive,eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
lamp_shade,Lamp shade,,reuse,Reuse,,
strawberry_clamshell_container,Strawberry clamshell container,,wizard_recycling,Recycling collection,,
wood,Lumber,"wood, fencing, shelving, shelf, skids, doors, barn wood, base boards, cabinets, decking, pallet, Plywood, wooden boards",eco_station_-_bulky_item,Eco Station drop-off (fees apply),,
strawberry_clamshell_container,Strawberry clamshell container,,wizard_recycling_depots,Recycling Depot drop-off,,
pumpkin,Pumpkin,"Jack-o-lantern; jack o lantern, pumpkins, pumkin, pumpkins, gourds, pumkins, jack-o-lantern",wizard_home_composting,Compost at home,,
sunglasses_broken,Sunglasses (broken),,wizard_garbage,Garbage collection,,
toilet,Toilet,,eco_station_-_bulky_item,Eco Station drop-off (fees apply),,
pet_stain_remover,Pet stain remover,,wizard_eco_station_-_household_hazardous_waste,Eco Station drop-off (household hazardous waste),,
bakeware_glass,Bakeware (glass),", pyrex",wizard_garbage,Garbage collection,,
bear_spray,Bear spray,pepper spray,wizard_eco_station_-_household_hazardous_waste,Eco Station drop-off (household hazardous waste),,
tetra-pak_food,Tetra-pak (food),"tetrapack, tetra pack",wizard_recycling,Recycling collection,,
beer_bottle,Beer bottle,,wizard_recycling_depots,Recycling Depot drop-off,,
coffee_can_plastic,Coffee can (plastic),"Folgers, coffee container",wizard_recycling_depots,Recycling Depot drop-off,,
index_dividers_paper,Index dividers (paper),,wizard_recycling_depots,Recycling Depot drop-off,,Remove plastic divider tab before recycling.
railroad_tie,Railroad tie,", rail road ties",edmonton_waste_management_centre_ewmc,EWMC drop-off,,"Residential drop-off only. Call 311 prior to disposal. Subject to approval due to site space restrictions. Fees apply. See <a href=""https://www.edmonton.ca/programs_services/garbage_waste/special-handling.aspx"" website for more information."
cookie_bag_plastic,Cookie bag (plastic),,wizard_garbage,Garbage collection,,
hair_dryer,Hair dryer,,eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
pillows_cushions,Pillows and cushions,"down pillow,",reuse,Reuse,,
rope,Rope,"rpoe, reop, roep,",wizard_garbage,Garbage collection,,
frozen_fruit_pouch,Frozen fruit bag (flat),,wizard_recycling,Recycling collection,,Stuff plastic bags into one bag and tie closed. This makes them easier to sort and recycle.
wine_bottle,Wine bottle,,wizard_recycling,Recycling collection,,
diaper_genie_refills,Diaper pail,"Diaper Genie, Diaper can, Diaper wizard",eco_station_-_bulky_item,Eco Station drop-off (fees apply),,
copier,Copier,"photocopier, copying machine",eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
frozen_fruit_bag,Frozen fruit pouch,,wizard_garbage,Garbage collection,,
electric_toothbrush,Electric toothbrush,waterpik,eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
painted_wood,Painted wood,", wooden fence",eco_station_-_bulky_item,Eco Station drop-off (fees apply),,
water_cooler,Water cooler,,wizard_eco_station_cfc_appliance,Eco Station drop-off (CFC appliances),,
cottage_cheese_container,Cottage cheese container,,wizard_recycling,Recycling collection,,Rinse container. Place foil lid in garbage and plastic lid in recycling.
index_dividers_paper,Index dividers (paper),,drop-off_-_reuse_centre,Reuse Centre drop-off,,Remove plastic divider tab before recycling.
video_game_system,Video game system,"ps3, nintendo, wii, ps4, Xbox, switch, play station, game boy, ds,",eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
fabric_clean,Fabric (clean),"burlap, Cloth, Denim, upholstery, textiles, Cotton, wool",drop-off_-_reuse_centre,Reuse Centre drop-off,,"Fabric donations to the <a href=""https://www.edmonton.ca/programs_services/garbage_waste/reuse-centre"">Reuse Centre must be a least 0.25 m long."
sticky_note,Sticky note,"Post It note, Postit note",wizard_recycling,Recycling collection,,"New/unused sticky notes can be donated to the <a href=""https://www.edmonton.ca/programs_services/garbage_waste/reuse-centre"">Reuse Centre."
roasted_chicken_plastic_container,Roasted chicken plastic container,rotisserie chicken container,wizard_recycling,Recycling collection,,
file_folder,File folder,"folder, dutoang",wizard_recycling,Recycling collection,,
paint_swatch,Paint swatch,paint color samples,drop-off_-_reuse_centre,Reuse Centre drop-off,,
asphalt_shingles,Asphalt shingles,", ashphault shingles",edmonton_waste_management_centre_ewmc,EWMC drop-off,,
vhs_casette_tape,VHS casette tape,"movie, VHS, Vidéocassette, Videotape, Home movie, video tape",reuse,Reuse,,"Dont put VHS tapes in your garbage or recycling. The tape wraps around sorting machinery, causing damage and plant shut downs. Take them to an Eco Station for free."
keychains,Keychain,"key ring,",eco_station_-_scrap_metal_recycling,Eco Station drop-off (scrap metal),,
coffee_cup_tray_paper,Coffee cup tray (paper),", coffee take out trays, Cardboard beverage holder, Cardboard drink holders, paper 4  cup holder, drink holder",wizard_recycling_depots,Recycling Depot drop-off,,
thread,Thread,sewing thread,wizard_garbage,Garbage collection,,
candles,Candle,"wax candles, birthday candles, tea lights",drop-off_-_reuse_centre,Reuse Centre drop-off,,
ceramic_tiles_small_number,Ceramic tiles,", Floor tile, Ceramic tile",edmonton_waste_management_centre_ewmc,EWMC drop-off,,"Small tiles are accepted for donation at the <a href=""https://www.edmonton.ca/programs_services/garbage_waste/reuse-centre.aspx"">Reuse Centre."
household_cleaner_corrosive_poisonous,"Household cleaner (corrosive, poisonous)","household cleaning products, chemicals, clr,",wizard_eco_station_-_household_hazardous_waste,Eco Station drop-off (household hazardous waste),,
jar_lid,Jar lid (metal),,wizard_recycling_depots,Recycling Depot drop-off,,
lotion_bottle,Lotion bottle,,wizard_recycling,Recycling collection,,Remove pump and put it in the garbage. Rinse container.
catalogues,Catalogues,"store catalogue, Ikea catalogue, Costco catalogue",wizard_recycling,Recycling collection,,
coffee_maker,Coffee maker,", coffeemaker",eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
circuit_board,Circuit board,"printed circuit board, pcb",eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
nail_clipper,Nail clipper,"Nail Scissor, Nail remover, Nail clppier",eco_station_-_scrap_metal_recycling,Eco Station drop-off (scrap metal),,
coffee_table,Coffee table,,eco_station_-_bulky_item,Eco Station drop-off (fees apply),,
antifreeze,Antifreeze,,wizard_eco_station_-_household_hazardous_waste,Eco Station drop-off (household hazardous waste),,
textbook,Textbook,school book,reuse,Reuse,,Remove hard covers and place in garbage. Put pages in recycling.
tape_dispenser_plastic,Tape dispenser (plastic),Scotch tape,wizard_garbage,Garbage collection,,"Tape dispensers in reusable condition can be donated to the <a href=""https://www.edmonton.ca/programs_services/garbage_waste/reuse-centre.aspx"">Reuse Centre."
catalogues,Catalogues,"store catalogue, Ikea catalogue, Costco catalogue",reuse,Reuse,,
coiled_paper_notebook,Coiled paper notebook,"handbook, spiral bound notebook",wizard_recycling_depots,Recycling Depot drop-off,,Remove plastic or metal coil binding before placing item in recycling.
paper_bag,Paper bag,"Brown Bag, lunch bag, fast food bag, fast food bag, Mcdonalds bag, Mcdonalds bag, Instant oatmeal pouch, Instant oatmeal pouch, paper shopping bag, bakery bag, paper oatmeal bag, oatmeal bag, oatmeal packet, paper bread bag, paper take-out bag, instant oatmeal packaging, paper lunch bag",drop-off_-_reuse_centre,Reuse Centre drop-off,,"New/unused paper bags can be taken to the <a href=""http://edmonton.ca/reusecentre"">Reuse Centre."
juice_box,Juice box,"drinking box, juicebox",wizard_recycling,Recycling collection,,Remove plastic straw and place it in the garbage.
leaves,Leaves,,wizard_home_composting,Compost at home,,
spice_bottle,Spice bottle,,wizard_recycling,Recycling collection,,Remove lid before placing in the recycling.
thermostat_non_digital,Thermostat (non-digital),,wizard_eco_station_-_household_hazardous_waste,Eco Station drop-off (household hazardous waste),,This item likely contains mercury. Treat it as hazardous waste.
vhs_casette_tape_case,VHS casette tape case,"video tape case, vhs tape case,",wizard_garbage,Garbage collection,,
play_doh,Play dough,"play doh, play do, playdoh, playdough",reuse,Reuse,,"Please keep this item out of your food scraps cart. It often includes chemicals, additives, glitter and other items that are not suitable for composting."
caulking,Caulking,"silicone, gutter sealant,",wizard_eco_stations,Eco Station drop-off,,"If caulking is dried out, put it in the garbage."
dry_cleaning_bag,Dry cleaning bag,drycleaning bag,wizard_recycling,Recycling collection,,Stuff plastic bags into one bag and tie closed. This makes them easier to sort and recycle.
basket_filler,Basket filler,"Crinkle Paper, raffia, confetti paper, basket liner",wizard_garbage,Garbage collection,,
scissors,Scissors,", sissors",eco_station_-_scrap_metal_recycling,Eco Station drop-off (scrap metal),,
audio_cassette_tape_case,Audio cassette tape case,,reuse,Reuse,,
flour_bag,Flour bag,", flourbag",wizard_garbage,Garbage collection,,
light_fixture,Light fixture,"lighting, ceiling lamp, decorative lamp,",reuse,Reuse,,
moving_boxes,Moving boxes,,wizard_recycling_depots,Recycling Depot drop-off,,Have a lot of boxes? Consider reuse! Offer them to others or list them online.
shredded_paper,Shredded paper,small paper pieces,wizard_garbage,Garbage collection,,"To recycle shredded paper, take it to a Recycling Depot. <a href=""https://www.edmonton.ca/programs_services/garbage_waste/recycling-depots.aspx"" Find a Recycling Depot near you. Do not put it in your recycling blue bag or apartment blue bin. It causes problems for the machinery that sorts these mixed recyclables.<br /><br />Otherwise, put shredded paper in your garbage."
hot_tub,Hot tub,,eco_station_-_bulky_item,Eco Station drop-off (fees apply),,
cup_plastic,Plastic cup,"Slurpee cup, Plastic Shot Glass, Plastic movie theatre cups, tim hortons plastic cups, Mcdonalds, Ice cap container, , disposable wine glass, solo, starbucks plastic cup, dq milk shake plstic cup, clear plastic  cup, kids plastic drinking cup, solo cup",wizard_garbage,Garbage collection,,"New/unused plastic cups are accepted for donation at the <a href=""https://www.edmonton.ca/programs_services/garbage_waste/reuse-centre.aspx"">Reuse Centre."
lava_lamp,Lava lamp,,eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
